Date;Plat
2017-03-16;Cantal
2017-03-20;Salade de blé bio ( blé bio, mais, tomates )
2017-03-20;Poêlée de légumes (carottes, haricots verts, pdt, brocolis)
2017-03-22;Morbier
2017-03-23;Pommes rissolées
2017-03-24;Yaourt aux fruits mixés
2017-03-28;Salade verte au surimi
2017-03-28;Crème dessert caramel
2017-03-29;Poisson meunière
2017-03-30;Pomme bio°
2017-03-31;Kiwi bio°
2017-04-04;menu depannage
2017-04-07;Courgettes à la tomate
2017-04-13;carottes râpées
2017-04-13;Pommes vapeur bio
2017-04-14;Saint-Nectaire
2017-04-14;Banane
2017-04-19;Sauté de porc BBC°
2017-04-25;Poisson pané
2017-04-25;Banane
2017-04-27;Choux blanc rape et des de chevre
2017-04-28;Petit suisses aromatisés
2017-05-02;Marmelade de pommes
2017-05-03;Saint-Paulin
2017-05-04;Rillettes de thon et citron
2017-05-10;Cocktail de fruits au sirop
2017-05-12;Roulé au fromage
2017-05-12;Camembert
2017-05-15;Pizza au fromage
2017-05-24;Céleri rémoulade bio
2017-05-24;Purée de pommes de terre
2017-05-24;Fraises
2017-05-31;Petits pois
2017-06-02;yaourt fermier bio° et fraises
2017-06-06;Paupiette de volaille à la moutarde
2017-06-08;Petits suisses aromatisés
2017-06-12;Salade verte aux dés de gruyère
2017-06-13;Radis
2017-06-16;Abricots
2017-06-19;Tomme blanche
2017-06-21;Carottes rapées
2017-06-22;Salade douceur aux pignons de pin et féta
2017-06-23;Tortilla aux pommes de terre
2017-06-30;Tarte au citron
2017-07-03;Rôti de porc
2017-07-03;Compote de pommes / biscuit
2017-07-05;Haricots verts/haricots beurre
2017-07-10;Saute de dinde au curry
2017-07-11;Tarte au fromage
2017-07-12;Concombres
2017-07-17;Crème dessert chocolat bio°
2017-07-20;Frites
2017-07-21;Lieu noir sauce  mouclade
2017-07-21;Abricots
2017-07-25;Crème dessert vanille
2017-07-26;Fromage fondu au chèvre
2017-07-31;Melon
2017-07-31;Flan caramel
2017-08-02;Riz
2017-08-03;Rôti de dinde au jus
2017-08-04;Saint-Paulin
2017-08-07;Saute de Dinde sauce Vallée D'Auge
2017-08-07;Fondant au chocolat
2017-08-14;Pique-nique randonneur
2017-08-16;Fromage blanc / Abricots secs
2017-08-17;Salade de tomates
2017-08-18;Pizza au fromage
2017-08-21;Roulé au fromage
2017-08-22;Céréales gourmandes bio
2017-08-25;Nectarine
2017-08-29;Fromage blanc /Coulis de fruits rouges
2017-08-30;Choux blancs bio° à la mimolette
2017-09-01;Crêpe au fromage
2017-09-01;Filet de lieu sauce du Perray
2017-09-05;Melon
2017-09-06;Riz
2017-09-07;Tortilla aux pommes de terre
2017-09-08;Filet de poisson sauce safran
2017-09-08;Gratin de choux fleurs
2017-09-08;Edam
2017-09-08;Tarte normande aux pommes
2017-09-11;Raisin
2017-09-14;Frites
2017-09-14;Crème dessert caramel
2017-09-18;Gateau cheesecake°
2017-09-20;Raisin
2017-09-25;Poulet fermier d'Ancenis
2017-09-28;Sauté de veau*
2017-09-28;Gratinée de légumes (pdt, carottes, brocolis)
2017-10-03;Flan caramel
2017-10-04;Filet de poulet sauce normande
2017-10-05;Yaourt aux fruits mixés
2017-10-06;Omelette bio
2017-10-12;Rôti de porc
2017-10-12;Fromage Belle de Nantes°
2017-10-17;Raviolis de légumes
2017-10-18;Marmelade de pommes
2017-10-27;Edam
2017-11-03;Pomme bio°
2017-11-07;Poisson meunière
2017-11-08;Salade de lentilles bio (lentilles bio, tomates, concombres)
2017-11-15;Lieu noir sauce  mouclade
2017-11-16;menu depannage
2017-11-21;Roulé au fromage
2017-11-21;Banane
2017-11-24;Haricots verts
2017-11-27;Clémentines
2017-11-28;Potage de légumes
2017-11-29;Paëlla au poisson
2017-11-30;Tarte aux pommes
2017-11-30;Lait bio
2017-12-01;Salade verte
2017-12-07;Carottes râpées bio
2017-12-08;Epinards à la crème
2017-12-08;Pomme bio°
2017-12-14;Endives au thon
2017-12-15;Edam
2017-12-22;Poisson meunière
2017-12-26;Fromage Chanteneige
2017-12-28;Salade douceur + queues de crevettes + mayonnaise
2017-12-29;Riz
2017-12-29;Yaourt au citron BBC°
2018-01-03;Fromage blanc / Biscuit
2018-01-04;Saucisses de porc bio
2018-01-05;Pamplemousse
2018-01-05;Saint-Paulin
2018-01-09;Flan au chocolat
2018-01-11;Gratinée de légumes (pdt, carottes, brocolis)
2018-01-16;Salade verte
2018-01-17;Salade de pâtes Napoli
2018-01-18;Petits suisses aromatisés
2018-01-25;Edam
2018-01-26;Morbier
2018-01-26;Eclair au chocolat
2018-01-29;Ananas
2018-02-02;Oeuf dur bio° / mayonnaise
2018-02-05;Fondant au chocolat
2018-02-09;Pomme bio°
2018-02-12;Yaourt aromatisé
2018-02-14;Viande de volaille Kebab
2018-02-14;Banane
2018-02-19;Edam
2018-02-27;Salade verte aux noix
2018-02-28;Pommes rissolées
2018-03-01;Salade de pâtes Napoli
2018-03-01;Fromage fondu au chèvre
2018-03-02;Tarte au citron
2018-03-05;Taboulé
2018-03-05;Emincé de dinde
2018-03-07;Emmental
2018-03-12;Yaourt  fermier  bio°
2018-03-13;Poisson pané
2018-03-14;Céleri rémoulade bio
2018-03-14;Riz
2018-03-16;Choux rouges bio° à la mimolette
2018-03-19;Boulettes de boeuf* sauce barbecue
2018-03-20;Pilon de poulet confit
2018-03-23;Tarte au fromage
2018-03-23;Lieu sauce au curry
2018-03-26;Edam
2018-03-28;Haricots verts/haricots beurre
2018-04-04;Yaourt aux fruits mixés
2018-04-05;Marmelade de pommes
2018-04-10;Ananas
2018-04-13;Galette de soja  tomate / basilic et sauce tomate
2018-04-16;Poulet fermier d'Ancenis
2018-04-17;Galettes de légumes
2018-04-24;Carottes râpées bio
2018-04-27;Chili de légumes au tofu bio riz
2018-04-30;Tomme noire
2018-05-03;Pommes rissolées
2018-05-04;Courgettes à la béchamel
2018-05-04;Cantal
2018-05-04;Kiwi bio°
2018-05-09;Filet de poisson aux petits légumes
2018-05-09;Gratin de choux fleurs
2018-05-14;Betteraves
2018-05-16;Rôti de porc
2018-05-17;Salade de perles
2018-05-24;Crème de gruyère
2018-05-28;Betteraves aux dés de gruyère
2018-05-30;Saint-Paulin
2018-05-31;Fromage de chèvre frais
2018-06-01;Poisson pané
2018-06-01;Epinards à la crème
2018-06-01;Nectarine
2018-06-05;Creme dessert chocolat
2018-06-12;Jardinière de légumes
2018-06-14;Rôti de porc
2018-06-19;Radis bio
2018-06-21;Purée de légumes verts
2018-06-26;Coupelle de rillettes de thon
2018-06-27;Dos de lieu sauce verdurette
2018-06-29;Betteraves
2018-07-03;Tomme blanche
2018-07-04;Yaourt aux fruits mixés
2018-07-05;Salade grecque (concombre+feta)
2018-07-06;Salade composée au mini farballes et thon (pâtes, thon maïs)
2018-07-11;Salade verte au thon
2018-07-11;Jambon fumé
2018-07-11;Yaourt aux fruits mixés
2018-07-18;Gaspacho / croûtons
2018-07-20;Fraises
2018-07-23;Melon
2018-07-23;Paëlla au poulet
2018-07-23;Crème dessert caramel
2018-07-25;Pêche
2018-07-26;Petits-pois
2018-07-27;Radis bio
2018-08-02;Nectarine
2018-08-08;Fromage Chanteneige
2018-08-14;Tomates cerise
2018-08-16;Oeufs durs à la mayonnaise
2018-08-16;Carottes râpées
2018-08-16;Edam
2018-08-17;Salade de riz (riz, maïs, carottes, poivrons)
2018-08-17;Camembert
2018-08-20;Pizza
2018-08-21;Concombres
2018-08-23;Pastèque
2018-08-24;Pêche
2018-08-27;Crème dessert caramel
2018-08-29;Gratin dauphinois
2018-09-05;Beignet au chocolat
2018-09-07;Riz et sauce tomate
2018-09-07;Ketchup
2018-09-10;Viande de volaille Kebab
2018-09-11;Haché de poulet*
2018-09-11;Pâtes
2018-09-12;Omelette bio
2018-09-25;Concombres
2018-09-27;Paëlla au poisson
2018-09-28;Salade de pâtes Napoli
2018-09-28;Carré bio°
2018-10-02;Saucisse knacks bio°
2018-10-05;Purée de légumes verts
2018-10-11;Gouda
2018-10-15;Rôti de porc
2018-10-17;Omelette bio
2018-10-17;Pomme bio°
2018-10-25;Blanquette de veau*
2018-10-26;Poisson meunière
2018-10-29;Tomme noire
2018-11-06;Ketchup
2018-11-08;Saint-Paulin
2018-11-13;Banane
2018-11-15;Poire
2018-11-19;Demi-pamplemousse
2018-11-19;Biscuit petit palmier
2018-11-21;Purée de légumes verts
2018-11-22;Fromage Le Mouillotin
2018-11-29;Celeri remoulade
2018-11-30;Poisson meunière
2018-12-04;-
2018-12-05;Roulé au fromage
2018-12-10;Boulettes de boeuf sauce tomate
2018-12-13;Petits-pois
2018-12-13;Saint-Paulin
2018-12-18;Banane
2018-12-26;Dés de betteraves
2018-12-26;Omelette bio
2018-12-31;Paté de volaille
2019-01-04;Poisson meunière
2019-01-08;Choux rouges bio°
2019-01-08;Poisson pané
2019-01-15;Salade coleslaw
2019-01-15;-
2019-01-16;Pomme bio°
2019-01-18;Poisson sauce crème
2019-01-18;Purée de légumes verts
2019-01-21;Yaourt fermier bio °/ miel
2019-01-23;Galette des rois
2019-01-24;Banane
2019-01-28;Celeri remoulade
2019-01-31;Salade de riz (riz, maïs, carottes, poivrons)
2019-02-07;Nems aux légumes, avec sauce et salade verte
2019-02-07;Fleur d'Anjou bio°
2019-02-07;Crêpe au sucre
2019-02-12;Ananas
2019-02-20;Endives aux dés de chèvre
2019-02-20;Pomme bio°
2019-02-22;Fromage Chanteneige
2019-02-25;Salade verte
2019-02-27;Marmelade de pommes
2019-02-27;Morbier
2019-03-04;Celeri remoulade
2019-03-04;Madeleine
2019-03-06;Dés de betteraves
2019-03-06;Lasagnes végétales
2019-03-07;Salade de pâtes Napoli
2019-03-08;Parmentier de poisson
2019-03-11;Tarte végétale aux lentilles
2019-03-13;Ketchup
2019-03-15;Salade de riz (riz, maïs, carottes, poivrons)
2019-03-15;Edam
2019-03-21;Riz et sauce tomate
2019-03-22;Dés de betteraves
2019-03-28;Salade de fruits frais (ananas, pastèque, melon, pomme, ora)
2019-03-29;Poisson sauce crème
2019-03-29;Tarte grillée aux abricots
2019-04-03;Riz au lait bio
2019-04-05;Salade douceur / demi-oeuf
2019-04-08;Pamplemousse
2019-04-09;Choux blancs bio à la mimolette
2019-04-12;Pomme bio°
2019-04-15;Petits suisses aromatisés
2019-04-16;Frites
2019-04-18;Radis bio
2019-04-24;Haricots verts
2019-04-26;Emmental
2019-04-26;Kiwi bio°
2019-04-29;-
2019-05-07;Crêpe au fromage
2019-05-10;Salade verte / demi-oeuf bio
2019-05-10;Galette de soja  tomate / basilic et sauce tomate
2019-05-10;Riz / sarrasin
2019-05-13;Pilon de poulet confit
2019-05-14;Fromage blanc BBC°
2019-05-15;Compote pomme et framboise
2019-05-16;Radis bio
2019-05-16;Carottes
2019-05-17;Ananas
2019-05-21;Burger à l'émincé de dinde
2019-06-03;Salade coleslaw
2019-06-03;Lasagnes* napolitaines
2019-06-05;Poulet fermier
2019-06-06;Poêlée de légumes (carottes, haricots verts, pdt, brocolis)
2019-06-12;Jambon fumé
2019-06-18;Melon
2019-06-18;Fondant au chocolat
2019-06-19;Gaspacho
2019-06-21;Marmite du Perray
2019-06-24;Sauce bolognaise végétale
2019-06-24;Crème dessert caramel
2019-06-27;Rillette de thon individuel
2019-06-28;Brocolis
2019-07-02;Ratatouille/ ble bio  maison
2019-07-03;Salade de pâtes Napoli
2019-07-08;Salade verte
2019-07-10;Rôti de boeuf*
2019-07-10;Frites
2019-07-11;Petits panés de volaille*
2019-07-16;Courgettes à la tomate
2019-07-17;Radis bio
2019-07-22;Lait bio
2019-07-26;Betteraves
2019-07-29;Melon
2019-07-29;Sauce bolognaise végétale
2019-07-30;Rôti de dinde jus d'épices
2019-08-05;Tortilla aux pommes de terre
2019-08-06;Yaourt au citron BBC°
2019-08-09;Tomme noire
2019-08-09;Tarte aux pommes
2019-08-12;Pizza
2019-08-13;Poisson meunière
2019-08-13;Emmental
2019-08-19;Pilon de poulet confit
2019-08-21;Concombres sauce crème
2019-08-21;Flan caramel
2019-08-22;Salade de tomates
2019-08-27;Saint-Nectaire
2019-08-28;Mogettes
2019-08-29;Tomme blanche
2019-09-03;Lentilles bio
2019-09-03;Fromage carre frais pRESIDENT 17.5 gr
2019-09-06;Choux rouges bio°
2019-09-06;Poisson meunière
2019-09-09;Cantal
2019-09-13;Yaourt aromatisé
2019-09-17;Riz basmati
2019-09-20;Poisson pané
2019-09-25;Melon
2019-10-04;Betteraves
2019-10-04;Lieu sauce du Perray
2019-10-04;Emmental
2019-10-09;Rôti de porc
2019-10-09;Saint-Nectaire
2019-10-09;Île flottante
2019-10-11;Poisson pané
2019-10-15;Hachis Parmentier*
2019-10-16;Crêpe au fromage
2019-10-22;Yaourt aromatisé
2019-10-24;Pizza au fromage
2019-10-28;Tarte au fromage
2019-10-28;"Ratatouille ""maison"""
2019-10-28;Clémentines
2019-10-30;Saucisses de porc bio
2019-10-30;Eclair au chocolat
2019-10-30;Lait bio
2019-10-31;Rôti de boeuf*
2019-11-05;Ketchup
2019-11-06;Compote pomme et framboise
2019-11-07;Rôti de boeuf*
2019-11-08;Filet de lieu au beurre blanc
2019-11-21;Choux rouge bio au thon
2019-11-28;Rôti de dinde jus d'épices
2019-11-28;Haricots verts/haricots beurre
2019-12-03;Salade de perles
2019-12-09;Omelette bio
2019-12-11;Poisson meunière
2019-12-11;Banane
2019-12-12;Poulet fermier d'Ancenis
2019-12-12;Fromage Chanteneige
2019-12-16;Falafels bio aux pois chiches et patate douce sauce tomate
2019-12-16;Yaourt fermier bio°
2019-12-20;Marmite du Perray
2019-12-23;Pomme bio°
2019-12-24;Choux blancs bio à la mimolette
2019-12-24;Semoule bio
2019-12-24;Petits suisses aromatisés
2019-12-26;Orange
2019-12-30;Flan caramel
2019-12-31;Pommes de terre duchesse
2020-01-03;Oeuf dur bio + sauce bechamel en barquette 12
2020-01-07;-
2020-01-08;Edam
2020-01-10;Choux rouges bio°
2020-01-13;Yaourt fermier bio°
2020-01-14;Clémentines
2020-01-17;Emmental
2011-01-03;Salade verte
2011-01-06;des de volaille
2011-01-07;Choux blancs mimolette
2011-01-10;Fromage blanc
2011-01-11;haricots verts
2011-01-13;rôti de dinde
2011-01-13;Yaourt Fruix
2011-01-14;Edam
2011-01-17;Mâche au surimi
2011-01-17;pâte
2011-01-19;tagine d'Agneau
2011-01-19;semoule de couscous aux raisins
2011-01-21;Concombres vgte
2011-01-25;Frites
2011-01-27;salade de pâtes aux tomates confites
2011-01-31;betteraves cubes
2011-02-02;Rôti de boeuf
2011-02-08;blanc à la neige
2011-02-11;salade de pomme de terre
2011-02-15;rôti de porc et  dinde
2011-02-16;Salade
2011-02-17;Haricots beurre et plats
2011-02-18;Salade de lentilles
2011-02-18;Lentilles, tomates, maïs
2011-02-23;Tarte aux pommes
2011-03-03;Ile flottante
2011-03-04;Œufs brouillés
2011-03-15;jambon de dinde
2011-03-15;Lait fermier
2011-03-17;maïs, tomate1/8
2011-03-17;Banane
2011-03-21;Mâche aux noix
2011-03-24;et sauce crème
2011-03-24;Pomme cuite à la framboise
2011-03-29;Poulet rôti au jus
2011-03-31;Concombres
2011-03-31;lait fermier
2011-04-01;carottes râpées
2011-04-04;purée de p de terre
2011-04-06;Carottes
2011-04-07;banane
2011-04-11;Biscuit du Blavet sans DLUO
2011-04-14;Mâche demi-œuf
2011-04-19;"Bettraves râpées ""maison"""
2011-04-21;salade de tomatesmaison
2011-04-21;Frites
2011-04-25;lundi de pâques
2011-04-29;filet de poisson pané
2011-05-02;Salade aux noix
2011-05-02;paëlla au poulet
2011-05-05;rôti de dinde de dinde
2011-05-12;salade de blé bio (blé, tomate, maïs)
2011-05-16;Ananas
2011-05-17;Choux blancs mimolette
2011-05-19;Pizza
2011-05-20;Omelette
2011-05-20;gratin de p de terr maison
2011-05-25;Edam
2011-06-03;SANS CLASSE
2011-06-06;Sauté de porc
2011-06-06;Wok de légumes croquant
2011-06-09;Petits pois cuisinés
2011-06-10;carottes râpées
2011-06-15;Melon
2011-06-15;haricots verts
2011-06-15;Gruyère
2011-06-20;Melon
2011-06-24;St Bricet
2011-06-28;Betteraves stock
2011-06-28;fraise
2011-06-30;crêpe au fromage
2011-06-30;Filet de lieu
2011-06-30;sauce b blanc
2011-07-06;Taboulé
2011-07-06;Carottes au jus
2011-07-06;Edam
2011-07-11;Timbale de pâtes au jambon
2011-07-11;Fromage blanc / fraises
2011-07-13;Gouda
2011-07-21;Salade verte au thon
2011-08-08;Yaourt aro
2011-08-09;Salade au quinoa (Quinoa, tomates, concombres )
2011-08-12;Omelette
2011-08-12;Gouda
2011-08-12;Tarte aux pommes
2011-08-16;Pomme
2011-08-18;Abricots
2011-08-22;banane
2011-08-24;Carottes râpées
2011-09-01;Salade de pâtes au thon (saladette)
2011-09-01;Pomme
2011-09-06;radis / beurre
2011-09-07;jambon fumé
2011-09-08;Camembert
2011-09-12;St Paulin
2011-09-16;filet de poisson frais
2011-09-19;tarte au fromage
2011-09-19;Pommes noisettes
2011-09-21;Port salut
2011-09-23;Chèvre
2011-09-27;petits pois
2011-09-28;Pâtes
2011-09-29;Sauté de porc Forestiere
2011-09-29;Tomme bio
2011-09-29;banane
2011-10-03;haché de volaille +Ketchup
2011-10-04;Pommes noisettes
2011-10-10;h beurre h plats
2011-10-12;micro beurre
2011-10-12;"Lentilles bio ""maison"""
2011-10-13;des de pommes
2011-10-13;yaourts aromatises
2011-10-14;palets de légumes
2011-10-17;galettes
2011-10-18;Poulet d'Ancenis au jus
2011-10-31;Camembert
2011-11-03;Lasagnes
2011-11-04;Salade de riz maison (riz, mais, tomate)
2011-11-07;Hachis parmentier
2011-11-09;rôti de bœuf+sauce tomate
2011-11-09;Pâtes
2011-11-16;Poire
2011-11-18;Clémentines
2011-11-21;coquillette
2011-11-24;Pizza fromage
2011-11-24;Toulouse grillée
2011-11-24;Ananas
2011-11-25;Carottes râpées bio
2011-12-01;des de de dinde
2011-12-02;brissure de noix
2011-12-02;Mâche
2011-12-05;mimolette
2011-12-07;Concombres crème
2011-12-09;filet de lieu
2011-12-13;paella fruits de mer
2011-12-14;Omelette
2011-12-22;repas de Noël cl
2011-12-23;sauce tomate
2011-12-23;liégeois
2011-12-28;Choux blanc mimolette
2012-01-02;Epinards
2012-01-05;mache
2012-01-13;Courgettes à la tomate
2012-01-13;ananas
2012-01-16;Mâche au surimi
2012-01-17;rôti de dinde au jus
2012-01-18;Betteraves au chèvre
2012-01-23;salade de fruits exotique
2012-01-25;chipolatas de porc
2012-01-25;merguez de volaille
2012-01-27;Danette choco/lait
2012-01-31;menu de depannage
2012-02-02;Choux blanc bio à la mimolette
2012-02-02;Haricots beurre
2012-02-02;Crêpe au sucre
2012-02-02;Lait fermier bio
2012-02-06;Pomme
2012-02-07;Pamplemousse
2012-02-07;sauté de porc
2012-02-14;Tarte aux pommes
2012-02-22;Poulet fermier
2012-02-23;Timbale de pâtes au jambon
2012-02-24;omelette
2012-02-24;ratatouille maison
2012-02-27;pamplemousse
2012-03-06;Salade de pâtes
2012-03-06;sauce Bourguignonne
2012-03-07;Gouda
2012-03-07;Eclair choco
2012-03-08;des de pommes
2012-03-08;merguez volaille
2012-03-14;Champanet
2012-03-15;Banane
2012-03-19;Suisse aro
2012-03-22;Pomme cuite à la framboise
2012-03-26;Rillettes de thon
2012-03-27;Chèvre
2012-03-28;sauté de bœuf au poivre
2012-03-30;Gruyère
2012-03-30;Kiwi
2012-04-04;Crêpe au fromage
2012-04-05;semoule
2012-04-06;filet de poisson meunière
2012-04-06;Brocolis
2012-04-12;Pommes noisettes
2012-04-13;Poisson pané
2012-04-16;Betteraves
2012-04-24;tarte au fromage
2012-04-24;Haché de volaille
2012-04-27;persil, des de tomate
2012-05-02;Choux rouges/6h
2012-05-02;pain perdu
2012-05-03;Sauté de bœuf sauce poivre
2012-05-04;Gouda
2012-05-07;Flan caramel
2012-05-09;Omelette+ketchup
2012-05-09;Blé / ratatouille
2012-05-11;Purée de carotte agro
2012-05-14;Poisson pané
2012-05-15;salade
2012-05-15;Sauté de dinde à la dijonnaise
2012-05-16;carottes râpées
2012-05-21;Lasagnes
2012-05-22;Kiwi
2012-05-25;betteraves en des
2012-05-29;sauté de veau Marengo
2012-05-30;Tomme blanche
2012-05-31;salade à la mimolette
2012-06-05;ketchup
2012-06-06;nectarine
2012-06-11;Ananas
2012-06-15;Omelette
2012-06-18;salade verte
2012-06-20;Cantal
2012-06-21;Pommes noisette
2012-06-21;yaourt aro
2012-06-22;taboulé
2012-06-22;Beurre blanc
2012-06-25;paupiette sauce Agrumes
2012-06-27;Eclair
2012-06-28;Lentilles bio
2012-07-03;rôti de dinde
2012-07-04;Riz
2012-07-09;Ile flottante
2012-07-12;Tarte au fromage
2012-07-12;Chèvre
2012-07-16;Melon
2012-07-16;Riz basmati
2012-07-19;Crème de gruyère
2012-07-24;saucisse de volaille
